"dbp_uri","name","developer","publisher","release_date","homepage","mode","ign","metacritic"
"http://dbpedia.org/resource/Kingdom_Hearts_HD_1.5_Remix","Kingdom Hearts HD 1.5 Remix","http://dbpedia.org/resource/Square_Enix","http://dbpedia.org/resource/Square_Enix",2013-03-14,"http://www.square-enix.co.jp/kingdom/khhd/","http://dbpedia.org/resource/Single-player_video_game",85.0,77
"http://dbpedia.org/resource/Project_Zero_2:_Wii_Edition","Project Zero 2: Wii Edition","http://dbpedia.org/resource/Koei_Tecmo","http://dbpedia.org/resource/Nintendo",2012-06-28,"http://www.nintendo.co.jp/wii/sl2j/index.html","http://dbpedia.org/resource/Single-player_video_game",85.0,77
"http://dbpedia.org/resource/Planet_Minigolf","Planet Minigolf","http://dbpedia.org/resource/Zen_Studios","http://dbpedia.org/resource/Sony_Computer_Entertainment",2010-06-01,"http://planetminigolf.com/","http://dbpedia.org/resource/Multiplayer",65.0,66
"http://dbpedia.org/resource/From_Dust","From Dust","http://dbpedia.org/resource/Ubisoft_Montpellier","http://dbpedia.org/resource/Ubisoft",2011-07-27,"http://fromdustgame.com","http://dbpedia.org/resource/Single-player_video_game",85.0,76
"http://dbpedia.org/resource/Naruto:_Rise_of_a_Ninja","Naruto: Rise of a Ninja","http://dbpedia.org/resource/Ubisoft_Montreal","http://dbpedia.org/resource/Ubisoft",2007-10-30,"https://web.archive.org/web/20070523115324/http:/www.narutoxbox360game.com/","http://dbpedia.org/resource/Multiplayer_video_game",82.0,78
"http://dbpedia.org/resource/PlayStation_All-Stars_Battle_Royale","PlayStation All-Stars Battle Royale","http://dbpedia.org/resource/SuperBot_Entertainment","http://dbpedia.org/resource/Sony_Computer_Entertainment",1921-11-12,"http://www.playstationallstarsbattleroyale.com/","http://dbpedia.org/resource/Multiplayer_video_game",80,74
"http://dbpedia.org/resource/Sly_2:_Band_of_Thieves","Sly 2: Band of Thieves","http://dbpedia.org/resource/Sucker_Punch_Productions","http://dbpedia.org/resource/Sony_Computer_Entertainment",2004-09-14,"http://us.playstation.com/games/sly-2-band-of-thieves-ps2.html","http://dbpedia.org/resource/Single-player_video_game",92.0,88
"http://dbpedia.org/resource/Need_for_Speed_(2015_video_game)","Need for Speed (2015 video game)","http://dbpedia.org/resource/Ghost_Games","http://dbpedia.org/resource/Electronic_Arts",2016-03-15,"http://www.needforspeed.com/","http://dbpedia.org/resource/Multiplayer_video_game",63.0,66
"http://dbpedia.org/resource/Thomas_Was_Alone","Thomas Was Alone","http://dbpedia.org/resource/Mike_Bithell","http://dbpedia.org/resource/Bossa_Studios",2012-06-30,"http://www.thomaswasalone.com","http://dbpedia.org/resource/Single-player_video_game",80,77
"http://dbpedia.org/resource/Dissidia_Final_Fantasy","Dissidia Final Fantasy","http://dbpedia.org/resource/Square_Enix","http://dbpedia.org/resource/Square_Enix",2008-12-18,"http://dissidia-finalfantasy.com/","http://dbpedia.org/resource/Two-player",89.0,79
"http://dbpedia.org/resource/Dragon_Age_II","Dragon Age II","http://dbpedia.org/resource/BioWare","http://dbpedia.org/resource/Electronic_Arts",2011-03-08,"http://dragonage.bioware.com/da2","http://dbpedia.org/resource/Single-player_video_game",85.0,79
"http://dbpedia.org/resource/Star_Fox_Guard","Star Fox Guard","http://dbpedia.org/resource/Nintendo_Entertainment_Planning_&_Development","http://dbpedia.org/resource/Nintendo",2016-04-21,"http://www.nintendo.com/games/detail/star-fox-guard-wii-u","http://dbpedia.org/resource/Single-player_video_game",78.0,74
"http://dbpedia.org/resource/Dead_Rising_3","Dead Rising 3","http://dbpedia.org/resource/Capcom_Vancouver","http://dbpedia.org/resource/Capcom",2013-11-22,"https://web.archive.org/web/20130907211316/http:/www.xbox.com/en-US/xbox-one/games/dead-rising-3/","http://dbpedia.org/resource/Multiplayer_video_game",83.0,70
"http://dbpedia.org/resource/Tom_Clancy's_Splinter_Cell_(video_game)","Tom Clancy's Splinter Cell (video game)","http://dbpedia.org/resource/Ubisoft_Montreal","http://dbpedia.org/resource/Aspyr_Media",1928-02-03,"http://www.splintercell.com/","http://dbpedia.org/resource/Single-player_video_game",70,74
"http://dbpedia.org/resource/Boktai","Boktai","http://dbpedia.org/resource/Konami","http://dbpedia.org/resource/Konami",2016-09-03,"http://www.konami.jp/gs/game/boktai/","http://dbpedia.org/resource/Multiplayer_video_game",85.0,83
"http://dbpedia.org/resource/Civilization:_Beyond_Earth_-_Rising_Tide","Civilization: Beyond Earth - Rising Tide","http://dbpedia.org/resource/Firaxis_Games","http://dbpedia.org/resource/2K_Games",2015-10-09,"http://www.civilization.com/","http://dbpedia.org/resource/Multiplayer_video_game",71.0,81
"http://dbpedia.org/resource/Captain_Toad:_Treasure_Tracker","Captain Toad: Treasure Tracker","http://dbpedia.org/resource/Nintendo_Entertainment_Analysis_&_Development","http://dbpedia.org/resource/Nintendo",2014-11-13,"http://captaintoad.nintendo.com/","http://dbpedia.org/resource/Single-player_video_game",82.0,81
"http://dbpedia.org/resource/Brothers_in_Arms_DS","Brothers in Arms DS","http://dbpedia.org/resource/Gearbox_Software","http://dbpedia.org/resource/Ubisoft",2007-06-07,"http://brothersinarmsgame.us.ubi.com/ds/index.htm","http://dbpedia.org/resource/Multiplayer_video_game",80,72
"http://dbpedia.org/resource/Pushmo","Pushmo","http://dbpedia.org/resource/Intelligent_Systems","http://dbpedia.org/resource/Nintendo",2011-10-05,"http://www.nintendo.co.jp/3ds/eshop/jcaj/","http://dbpedia.org/resource/Single-player_video_game",95.0,90
"http://dbpedia.org/resource/Beautiful_Katamari","Beautiful Katamari","http://dbpedia.org/resource/Namco_Bandai_Games","http://dbpedia.org/resource/Namco_Bandai_Games",2018-10-07,"http://katamaridamacy.jp/beautiful/","http://dbpedia.org/resource/Single_player",76.0,73
"http://dbpedia.org/resource/Beneath_a_Steel_Sky","Beneath a Steel Sky","http://dbpedia.org/resource/Revolution_Software","http://dbpedia.org/resource/Virgin_Interactive",2009-10-07,"http://revolution.co.uk/games/beneath-a-steel-sky/","http://dbpedia.org/resource/Single-player_video_game",85.0,82
"http://dbpedia.org/resource/Galactic_Civilizations_III","Galactic Civilizations III","http://dbpedia.org/resource/Stardock","http://dbpedia.org/resource/Stardock",2015-05-14,"http://www.galciv3.com","http://dbpedia.org/resource/Multiplayer_video_game",86.0,85
"http://dbpedia.org/resource/Bleach:_The_Blade_of_Fate","Bleach: The Blade of Fate","http://dbpedia.org/resource/Treasure_(company)","http://dbpedia.org/resource/Viz_Media",2006-01-26,"http://bleach.sega.jp/nds/index.html","http://dbpedia.org/resource/Single_player",85.0,83
"http://dbpedia.org/resource/The_Sims_3:_Generations","The Sims 3: Generations","http://dbpedia.org/resource/The_Sims_Studio","http://dbpedia.org/resource/Electronic_Arts",2011-05-31,"http://www.thesims.com/en-us/the-sims-3#!expansions/the-sims-3-generations","http://dbpedia.org/resource/Single-player_video_game",70,72
"http://dbpedia.org/resource/Mario_Party_10","Mario Party 10","http://dbpedia.org/resource/Nd_Cube","http://dbpedia.org/resource/Nintendo",2020-03-15,"http://marioparty10.nintendo.com","http://dbpedia.org/resource/Multiplayer_video_game",65.0,66
"http://dbpedia.org/resource/Astro_Boy_(2004_video_game)","Astro Boy (2004 video game)","http://dbpedia.org/resource/Sonic_Team","http://dbpedia.org/resource/Sega",2018-08-04,"http://sega.jp/ps2/astroboy/","http://dbpedia.org/resource/Single-player",40,54
"http://dbpedia.org/resource/Rhythm_Heaven","Rhythm Heaven","http://dbpedia.org/resource/Nintendo_SPD","http://dbpedia.org/resource/Nintendo",2008-07-31,"http://rhythmheaven.nintendo.com/","http://dbpedia.org/resource/Single-player",90,83
"http://dbpedia.org/resource/Nintendogs_+_Cats","Nintendogs + Cats","http://dbpedia.org/resource/Nintendo_EAD","http://dbpedia.org/resource/Nintendo",1925-03-11,"http://nintendogspluscats.nintendo.com/","http://dbpedia.org/resource/Single-player",70,71
"http://dbpedia.org/resource/Dynasty_Warriors:_Gundam_3","Dynasty Warriors: Gundam 3","http://dbpedia.org/resource/Koei_Tecmo","http://dbpedia.org/resource/Bandai_Namco",1928-06-10,"http://gundam-musou.jp/","http://dbpedia.org/resource/Multiplayer_video_game",45.0,58
"http://dbpedia.org/resource/Dirt_Rally","Dirt Rally","http://dbpedia.org/resource/Codemasters","http://dbpedia.org/resource/Codemasters",2015-12-07,"https://www.dirtgame.com","http://dbpedia.org/resource/Multiplayer_game",89.0,86
"http://dbpedia.org/resource/Paper_Mario:_Sticker_Star","Paper Mario: Sticker Star","http://dbpedia.org/resource/Intelligent_Systems","http://dbpedia.org/resource/Nintendo",2012-11-11,"http://papermario.nintendo.com","http://dbpedia.org/resource/Single-player_video_game",83.0,75
"http://dbpedia.org/resource/Uncharted_3:_Drake's_Deception","Uncharted 3: Drake's Deception","http://dbpedia.org/resource/Naughty_Dog","http://dbpedia.org/resource/Sony_Computer_Entertainment",2011-11-01,"http://www.unchartedthegame.com/","http://dbpedia.org/resource/Multiplayer_video_game",100,92
"http://dbpedia.org/resource/Ninja_Reflex","Ninja Reflex","http://dbpedia.org/resource/Sanzaru_Games","http://dbpedia.org/resource/Electronic_Arts",2014-03-08,"http://ninjareflex.com","http://dbpedia.org/resource/Single_player",60,57
"http://dbpedia.org/resource/Silent_Hill_4:_The_Room","Silent Hill 4: The Room","http://dbpedia.org/resource/Konami_Computer_Entertainment_Tokyo","http://dbpedia.org/resource/Konami",2004-06-17,"http://www.konami.jp/gs/game/sh4/","http://dbpedia.org/resource/Single-player_video_game",69.0,67
"http://dbpedia.org/resource/Star_Trek:_Bridge_Commander","Star Trek: Bridge Commander","http://dbpedia.org/resource/Totally_Games","http://dbpedia.org/resource/Activision",2002-02-27,"https://web.archive.org/web/20021124152330/http:/www.bridgecommander.com/","http://dbpedia.org/resource/Massive_Multiplayer_Online_Game",90,82
"http://dbpedia.org/resource/Kingdom_Hearts_358/2_Days","Kingdom Hearts 358/2 Days","http://dbpedia.org/resource/H.a.n.d.","http://dbpedia.org/resource/Square_Enix",1929-09-09,"http://na.square-enix.com/khdays","http://dbpedia.org/resource/Multiplayer_video_game",80,75
"http://dbpedia.org/resource/Final_Fantasy_IV:_The_Complete_Collection","Final Fantasy IV: The Complete Collection","http://dbpedia.org/resource/Square_Enix","http://dbpedia.org/resource/Square_Enix",2019-04-11,"http://www.square-enix.co.jp/ff4cc/","http://dbpedia.org/resource/Single-player_video_game",90,77
"http://dbpedia.org/resource/Wii_Party_U","Wii Party U","http://dbpedia.org/resource/Nd_Cube","http://dbpedia.org/resource/Nintendo",2013-10-25,"http://wiipartyu.nintendo.com/","http://dbpedia.org/resource/Multiplayer_video_game",75.0,65
"http://dbpedia.org/resource/Dynasty_Warriors_8","Dynasty Warriors 8","http://dbpedia.org/resource/Koei_Tecmo","http://dbpedia.org/resource/Tecmo_Koei",1924-02-14,"http://www.gamecity.ne.jp/smusou7/","http://dbpedia.org/resource/Multiplayer_video_game",87.0,65
"http://dbpedia.org/resource/Neopets:_The_Darkest_Faerie","Neopets: The Darkest Faerie","http://dbpedia.org/resource/Idol_Minds","http://dbpedia.org/resource/Sony_Computer_Entertainment",2005-11-16,"http://www.neopets.com/thedarkestfaerie/index.phtml","http://dbpedia.org/resource/Single_player",65.0,61
"http://dbpedia.org/resource/Mega_Man_Zero_(video_game)","Mega Man Zero (video game)","http://dbpedia.org/resource/Inti_Creates","http://dbpedia.org/resource/Capcom",2010-09-02,"http://www.capcom.co.jp/rockmanzero1/","http://dbpedia.org/resource/Single-player_video_game",88.0,82
"http://dbpedia.org/resource/Bust-a-Move_Universe","Bust-a-Move Universe","http://dbpedia.org/resource/Arika","http://dbpedia.org/resource/Square_Enix",1927-03-11,"http://www.puzzlebobbleuniverse.com/","http://dbpedia.org/resource/Multiplayer",60,49
"http://dbpedia.org/resource/Infinity_Blade","Infinity Blade","http://dbpedia.org/resource/Chair_Entertainment","http://dbpedia.org/resource/Epic_Games",2010-12-09,"http://epicgames.com/community/category/infinity-blade/","http://dbpedia.org/resource/Multiplayer_video_game",90,87
"http://dbpedia.org/resource/Sword_Art_Online:_Lost_Song","Sword Art Online: Lost Song","http://dbpedia.org/resource/Artdink","http://dbpedia.org/resource/Bandai_Namco_Games",2015-03-26,"http://www.swordartonline-game.com/lost-song/","http://dbpedia.org/resource/Multiplayer_video_game",60,63
"http://dbpedia.org/resource/Fuse_(video_game)","Fuse (video game)","http://dbpedia.org/resource/Insomniac_Games","http://dbpedia.org/resource/Electronic_Arts",2013-05-28,"http://www.ea.com/","http://dbpedia.org/resource/Multiplayer_video_game",65.0,63
"http://dbpedia.org/resource/Total_War:_Attila","Total War: Attila","http://dbpedia.org/resource/The_Creative_Assembly","http://dbpedia.org/resource/Sega",2015-02-17,"https://www.totalwar.com/product/total-war-attila","http://dbpedia.org/resource/Multiplayer_video_game",81.0,80
"http://dbpedia.org/resource/Monday_Night_Combat","Monday Night Combat","http://dbpedia.org/resource/Uber_Entertainment","http://dbpedia.org/resource/Uber_Entertainment",2010-08-11,"http://www.mondaynightcombat.com/","http://dbpedia.org/resource/Multiplayer_video_game",80,79
"http://dbpedia.org/resource/The_Getaway_(video_game)","The Getaway (video game)","http://dbpedia.org/resource/Team_Soho","http://dbpedia.org/resource/Sony_Computer_Entertainment",2002-12-11,"https://www.playstation.com/en-us/games/the-getaway-ps2/","http://dbpedia.org/resource/Single-player_video_game",70,72
"http://dbpedia.org/resource/Enslaved:_Odyssey_to_the_West","Enslaved: Odyssey to the West","http://dbpedia.org/resource/Ninja_Theory","http://dbpedia.org/resource/Namco_Bandai_Games",2010-10-05,"http://enslaved.namco.com/","http://dbpedia.org/resource/Single-player_video_game",80,70
"http://dbpedia.org/resource/The_Last_Guy","The Last Guy","http://dbpedia.org/resource/Sony_Computer_Entertainment","http://dbpedia.org/resource/Sony_Computer_Entertainment",1928-08-08,"http://www.jp.playstation.com/scej/title/lastguy/","http://dbpedia.org/resource/Single-player_video_game",90,77
"http://dbpedia.org/resource/Dead_Rising_(video_game)","Dead Rising (video game)","http://dbpedia.org/resource/Capcom_Production_Studio_1","http://dbpedia.org/resource/Capcom",2006-08-08,"http://www.capcom.com/deadrising/","http://dbpedia.org/resource/Single-player_video_game",83.0,85
"http://dbpedia.org/resource/Hitman:_Absolution","Hitman: Absolution","http://dbpedia.org/resource/IO_Interactive","http://dbpedia.org/resource/Square_Enix",2012-11-20,"http://absolution.hitman.com/","http://dbpedia.org/resource/Multiplayer_video_game",90,79
"http://dbpedia.org/resource/Gears_of_War_3","Gears of War 3","http://dbpedia.org/resource/Epic_Games","http://dbpedia.org/resource/Microsoft_Studios",2011-09-20,"http://www.gearsofwar.com/","http://dbpedia.org/resource/Multiplayer",90,91
"http://dbpedia.org/resource/Gyromancer","Gyromancer","http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/Square_Enix",2009-11-18,"http://dlgames.square-enix.com/gyromancer/","http://dbpedia.org/resource/Single-player",83.0,75
"http://dbpedia.org/resource/Styx:_Master_of_Shadows","Styx: Master of Shadows","http://dbpedia.org/resource/Cyanide_(company)","http://dbpedia.org/resource/Focus_Home_Interactive",2014-10-07,"http://www.styx-thegame.com/","http://dbpedia.org/resource/Single-player_video_game",72.0,69
"http://dbpedia.org/resource/Shin_Megami_Tensei_IV","Shin Megami Tensei IV","http://dbpedia.org/resource/Atlus","http://dbpedia.org/resource/Atlus",2016-07-13,"http://www.atlus.com/smt4/","http://dbpedia.org/resource/Single-player",85.0,83
"http://dbpedia.org/resource/Ni_no_Kuni:_Wrath_of_the_White_Witch","Ni no Kuni: Wrath of the White Witch","http://dbpedia.org/resource/Level-5_(video_game_company)","http://dbpedia.org/resource/Bandai_Namco_Entertainment",2011-11-17,"http://ninokunigame.com/","http://dbpedia.org/resource/Single-player_video_game",94.0,85
"http://dbpedia.org/resource/Transformers:_War_for_Cybertron","Transformers: War for Cybertron","http://dbpedia.org/resource/High_Moon_Studios","http://dbpedia.org/resource/Activision",1925-06-10,"http://www.transformersgame.com","http://dbpedia.org/resource/Multiplayer_video_game",90,75
"http://dbpedia.org/resource/The_Binding_of_Isaac:_Rebirth","The Binding of Isaac: Rebirth","http://dbpedia.org/resource/Nicalis","http://dbpedia.org/resource/Nicalis",2014-11-04,"http://bindingofisaac.com/","http://dbpedia.org/resource/Multiplayer_video_game",90,86
"http://dbpedia.org/resource/Ōkami","Ōkami","http://dbpedia.org/resource/Clover_Studio","http://dbpedia.org/resource/Capcom",2006-04-20,"http://www.okami-game.com/","http://dbpedia.org/resource/Single-player_video_game",90,90
"http://dbpedia.org/resource/Professor_Layton_and_the_Miracle_Mask","Professor Layton and the Miracle Mask","http://dbpedia.org/resource/Level-5_(video_game_company)","http://dbpedia.org/resource/Nintendo",2011-02-26,"http://professorlayton.nintendo.com/miraclemask/","http://dbpedia.org/resource/Single-player",87.0,82
"http://dbpedia.org/resource/Sunless_Sea","Sunless Sea","http://dbpedia.org/resource/Failbetter_Games","http://dbpedia.org/resource/Failbetter_Games",2015-02-06,"http://www.failbettergames.com/sunless/","http://dbpedia.org/resource/Single-player_video_game",83.0,81
"http://dbpedia.org/resource/Kirby's_Epic_Yarn","Kirby's Epic Yarn","http://dbpedia.org/resource/Good-Feel","http://dbpedia.org/resource/Nintendo",2010-10-14,"https://kirby.nintendo.com/epicyarn/","http://dbpedia.org/resource/Multiplayer_video_game",90,86
"http://dbpedia.org/resource/Alice:_Madness_Returns","Alice: Madness Returns","http://dbpedia.org/resource/Spicy_Horse","http://dbpedia.org/resource/Electronic_Arts",2016-06-11,"http://www.ea.com/alice","http://dbpedia.org/resource/Single-player_video_game",65.0,70
"http://dbpedia.org/resource/Tom_Clancy's_The_Division","Tom Clancy's The Division","http://dbpedia.org/resource/Ubisoft_Massive","http://dbpedia.org/resource/Ubisoft",2016-03-08,"http://tomclancy-thedivision.ubi.com","http://dbpedia.org/resource/Multiplayer_video_game",67.0,79
"http://dbpedia.org/resource/NHL_16","NHL 16","http://dbpedia.org/resource/EA_Canada","http://dbpedia.org/resource/EA_Sports",2015-09-09,"https://www.easports.com/nhl","http://dbpedia.org/resource/Multiplayer_video_game",78.0,78
"http://dbpedia.org/resource/Oni_(video_game)","Oni (video game)","http://dbpedia.org/resource/Bungie_Software","http://dbpedia.org/resource/Rockstar_Games",2001-01-26,"http://www.bungie.net/Projects/Oni/","http://dbpedia.org/resource/Single-player_video_game",73.0,69
"http://dbpedia.org/resource/Rise_of_the_Tomb_Raider","Rise of the Tomb Raider","http://dbpedia.org/resource/Crystal_Dynamics","http://dbpedia.org/resource/Square_Enix",2015-11-10,"http://www.tombraider.com/","http://dbpedia.org/resource/Multiplayer_video_game",93.0,86
"http://dbpedia.org/resource/Dead_Space_2","Dead Space 2","http://dbpedia.org/resource/Visceral_Games","http://dbpedia.org/resource/Electronic_Arts",1927-01-11,"http://www.ea.com/dead-space-2","http://dbpedia.org/resource/Multiplayer_video_game",90,87
"http://dbpedia.org/resource/Star_Ocean:_The_Last_Hope","Star Ocean: The Last Hope","http://dbpedia.org/resource/Tri-Ace","http://dbpedia.org/resource/Square_Enix",2009-02-19,"https://web.archive.org/web/20090120175536/http:/na.square-enix.com/starocean/","http://dbpedia.org/resource/Single-player_video_game",80,72
"http://dbpedia.org/resource/Dance_Central","Dance Central","http://dbpedia.org/resource/Harmonix","http://dbpedia.org/resource/Microsoft_Game_Studios",2010-11-04,"http://www.dancecentral.com/","http://dbpedia.org/resource/Single_player",80,82
"http://dbpedia.org/resource/Enemy_Territory:_Quake_Wars","Enemy Territory: Quake Wars","http://dbpedia.org/resource/Splash_Damage","http://dbpedia.org/resource/Activision",2007-09-28,"http://www.splashdamage.com/content/enemy-territory-quake-wars","http://dbpedia.org/resource/Multiplayer_video_game",85.0,84
"http://dbpedia.org/resource/Wii_Party","Wii Party","http://dbpedia.org/resource/Nd_Cube","http://dbpedia.org/resource/Nintendo",2010-07-08,"http://wiiparty.nintendo.com/","http://dbpedia.org/resource/Multiplayer_video_game",70,68
"http://dbpedia.org/resource/Tom_Clancy's_Splinter_Cell:_Blacklist","Tom Clancy's Splinter Cell: Blacklist","http://dbpedia.org/resource/Ubisoft_Toronto","http://dbpedia.org/resource/Ubisoft",2013-08-20,"http://splintercell.ubi.com/blacklist/en-us/index.aspx","http://dbpedia.org/resource/Multiplayer_video_game",92.0,82
"http://dbpedia.org/resource/The_Sims_Medieval","The Sims Medieval","http://dbpedia.org/resource/The_Sims_Studio","http://dbpedia.org/resource/Electronic_Arts",1925-03-11,"http://www.ea.com/the-sims-medieval","http://dbpedia.org/resource/Single-player_video_game",85.0,77
"http://dbpedia.org/resource/Rome:_Total_War:_Barbarian_Invasion","Rome: Total War: Barbarian Invasion","http://dbpedia.org/resource/The_Creative_Assembly","http://dbpedia.org/resource/Sega",2005-09-25,"http://www.totalwar.com/","http://dbpedia.org/resource/Single_player",88.0,82
"http://dbpedia.org/resource/Unreal_Tournament_2004","Unreal Tournament 2004","http://dbpedia.org/resource/Streamline_Studios","http://dbpedia.org/resource/Atari,_Inc._(Atari,_SA_subsidiary)",2019-03-04,"https://web.archive.org/web/20060826172536/http:/www.unrealtournament.com/","http://dbpedia.org/resource/Multiplayer_video_game",94.0,93
"http://dbpedia.org/resource/The_Wonderful_101","The Wonderful 101","http://dbpedia.org/resource/PlatinumGames","http://dbpedia.org/resource/Nintendo",2013-08-23,"http://www.thewonderful101.nintendo.com/","http://dbpedia.org/resource/Multiplayer_video_game",74.0,78
"http://dbpedia.org/resource/Resident_Evil:_The_Mercenaries_3D","Resident Evil: The Mercenaries 3D","http://dbpedia.org/resource/Capcom","http://dbpedia.org/resource/Capcom",2011-06-02,"http://www.residentevil.com/mercs/","http://dbpedia.org/resource/Multiplayer_video_game",65.0,65
"http://dbpedia.org/resource/Far_Cry_4","Far Cry 4","http://dbpedia.org/resource/Ubisoft_Montreal","http://dbpedia.org/resource/Ubisoft",2014-11-18,"http://far-cry.ubi.com/en-US/","http://dbpedia.org/resource/Multiplayer",85.0,80
"http://dbpedia.org/resource/Haze_(video_game)","Haze (video game)","http://dbpedia.org/resource/Free_Radical_Design","http://dbpedia.org/resource/Ubisoft",2008-05-20,"http://www.hazegame.com/","http://dbpedia.org/resource/Multiplayer_video_game",45.0,55
"http://dbpedia.org/resource/Guild_Wars_Nightfall","Guild Wars Nightfall","http://dbpedia.org/resource/ArenaNet","http://dbpedia.org/resource/NCSOFT",2006-10-26,"http://www.guildwars.com/","http://dbpedia.org/resource/Multiplayer",84.0,84
"http://dbpedia.org/resource/DJ_Max_Fever","DJ Max Fever","http://dbpedia.org/resource/Pentavision","http://dbpedia.org/resource/PM_Studios",2009-01-27,"http://www.pm-studios.com/","http://dbpedia.org/resource/Multiplayer",80,77
"http://dbpedia.org/resource/SimCity_4","SimCity 4","http://dbpedia.org/resource/Maxis","http://dbpedia.org/resource/Aspyr_Media",2003-01-14,"http://www.ea.com/simcity-4-deluxe","http://dbpedia.org/resource/Single-player_video_game",92.0,84
"http://dbpedia.org/resource/MotoHeroz","MotoHeroz","http://dbpedia.org/resource/RedLynx","http://dbpedia.org/resource/RedLynx",2011-09-15,"http://www.redlynx.com/games/wiiware/motoheroz","http://dbpedia.org/resource/Single-player_video_game",90,77
"http://dbpedia.org/resource/Metal_Gear_Solid_4:_Guns_of_the_Patriots","Metal Gear Solid 4: Guns of the Patriots","http://dbpedia.org/resource/Kojima_Productions","http://dbpedia.org/resource/Konami",2008-06-12,"http://www.konami.jp/mgs4/global/index.html","http://dbpedia.org/resource/Single-player_video_game",95.0,94
"http://dbpedia.org/resource/Advance_Wars","Advance Wars","http://dbpedia.org/resource/Intelligent_Systems","http://dbpedia.org/resource/Nintendo",2011-01-01,"https://www.nintendo.co.jp/n08/bgwj/index.html","http://dbpedia.org/resource/Multiplayer_video_game",99.0,92
"http://dbpedia.org/resource/Tom_Clancy's_Rainbow_Six_Siege","Tom Clancy's Rainbow Six Siege","http://dbpedia.org/resource/Ubisoft_Montreal","http://dbpedia.org/resource/Ubisoft",2015-12-01,"http://rainbow6.ubi.com/","http://dbpedia.org/resource/Multiplayer_video_game",79.0,73
"http://dbpedia.org/resource/Front_Mission_Evolved","Front Mission Evolved","http://dbpedia.org/resource/Double_Helix_Games","http://dbpedia.org/resource/Square_Enix",2016-09-10,"http://www.square-enix.co.jp/fm/","http://dbpedia.org/resource/Online_multiplayer",60,59
"http://dbpedia.org/resource/Batman:_Arkham_Origins_Blackgate","Batman: Arkham Origins Blackgate","http://dbpedia.org/resource/Armature_Studio","http://dbpedia.org/resource/Warner_Bros._Interactive_Entertainment",2013-10-25,"http://batmanarkhamorigins.com","http://dbpedia.org/resource/Single-player_video_game",74.0,60
"http://dbpedia.org/resource/Army_of_Two","Army of Two","http://dbpedia.org/resource/EA_Montreal","http://dbpedia.org/resource/Electronic_Arts",2008-03-06,"http://www.armyoftwo.com","http://dbpedia.org/resource/Cooperative_gameplay",79.0,72
"http://dbpedia.org/resource/Wario_Land_4","Wario Land 4","http://dbpedia.org/resource/Nintendo_R&D1","http://dbpedia.org/resource/Nintendo",2016-12-11,"http://welcometogreedville.com/","http://dbpedia.org/resource/Single-player",90,88
"http://dbpedia.org/resource/Dark_Horizon","Dark Horizon","http://dbpedia.org/resource/Paradox_Interactive","http://dbpedia.org/resource/Paradox_Interactive",2008-09-26,"http://quazar-studio.com/horizon/","http://dbpedia.org/resource/Single-player",60,55
"http://dbpedia.org/resource/Pandora's_Tower","Pandora's Tower","http://dbpedia.org/resource/Ganbarion","http://dbpedia.org/resource/Nintendo",2011-05-26,"http://www.nintendo.co.uk/NOE/en_GB/games/wii/pandoras_tower_45558.html","http://dbpedia.org/resource/Single-player",70,73
"http://dbpedia.org/resource/Valkyria_Chronicles","Valkyria Chronicles","http://dbpedia.org/resource/Sega","http://dbpedia.org/resource/Sega",1931-10-08,"http://valkyria.jp","http://dbpedia.org/resource/Single-player_video_game",90,85
"http://dbpedia.org/resource/Jeanne_d'Arc_(video_game)","Jeanne d'Arc (video game)","http://dbpedia.org/resource/Level-5_(video_game_company)","http://dbpedia.org/resource/Sony_Computer_Entertainment",1921-08-06,"http://www.level5.co.jp/products/jeannedarc/index.html","http://dbpedia.org/resource/Single-player_video_game",90,87
"http://dbpedia.org/resource/Neverwinter_Nights_2:_Mask_of_the_Betrayer","Neverwinter Nights 2: Mask of the Betrayer","http://dbpedia.org/resource/Obsidian_Entertainment","http://dbpedia.org/resource/Atari",2007-09-27,"http://www.obsidian.net/games#nwn2motb","http://dbpedia.org/resource/Multiplayer_game",85.0,82
"http://dbpedia.org/resource/Deadly_Creatures","Deadly Creatures","http://dbpedia.org/resource/THQ","http://dbpedia.org/resource/THQ",2009-02-09,"http://www.rainbowstudios.com/","http://dbpedia.org/resource/Single-player_video_game",80,72
"http://dbpedia.org/resource/Recettear:_An_Item_Shop's_Tale","Recettear: An Item Shop's Tale","http://dbpedia.org/resource/EasyGameStation","http://dbpedia.org/resource/Carpe_Fulgur",2010-09-07,"http://www.carpefulgur.com/recettear/","http://dbpedia.org/resource/Single-player",75.0,82
"http://dbpedia.org/resource/Gotcha_Force","Gotcha Force","http://dbpedia.org/resource/Capcom","http://dbpedia.org/resource/Capcom",2020-02-03,"https://web.archive.org/web/20081220042227/http:/www.capcom.co.jp/gotchaforce/","http://dbpedia.org/resource/Multiplayer_video_game",65.0,56
"http://dbpedia.org/resource/Tokyo_Xtreme_Racer:_Drift_2","Tokyo Xtreme Racer: Drift 2","http://dbpedia.org/resource/Genki_(company)","http://dbpedia.org/resource/Genki_(company)",1927-10-05,"http://www.genki.co.jp/games/touge/index.html","http://dbpedia.org/resource/Multiplayer_game",40,46
